symbol,investment,profit,roi
AFGC,26.52,0.379999999999999,1.43
AFGD,25.940001,1.5599990000000012,6.01
AFGE,26.74,0.25,0.93
AFI,12.81,-8.88,-69.32
AFL,0.983333,45.326668,4609.49
AFT,20,-5.43,-27.15
AG,3.9,12.860000000000001,329.74
AGCB,13.25,-1.33,-10.04
AGCO,4.666667,112.65333299999999,2414.00
AGD,40,-29.189999999999998,-72.97
AGI,6.47,1.4500000000000002,22.41
AGM,1.75,76.029999,4344.57
AGO,18,18.340000000000003,101.89
AGR,36.119999,10.830002,29.98
AGRO,12,-4.14,-34.50
AGS,18.5,-13.02,-70.38
AGX,0.234375,43.765625,18673.33
AHC,14.4,-12.15,-84.38
AHH,11.58,-0.47000000000000064,-4.06
AHT,56.361141,-53.661141,-95.21
AI,92.489998,54.39000700000001,58.81
AIC,24.75,-0.010000000000001563,-0.04
AIF,20,-5.49,-27.45
AIG,114.409874,-75.83987400000001,-66.29
AIN,15.107106,56.942897,376.93
AIO,20,8.190000999999999,40.95
AIR,9.166667,26.623333999999996,290.44
AIRC,37.950001,2.130001,5.61
AIT,3.643347,70.42665299999999,1933.02
AIV,2.466316,2.413684,97.87
AIW,24.469999,0.46000099999999833,1.88
AIZ,24.700001,108.809994,440.53
AIZN,26.938,-0.5079999999999991,-1.89
AIZP,100.599998,26.340004000000008,26.18
AJAX,11.3,0.8999999999999986,7.96
AJG,6.8125,110.8675,1627.41
AJRD,14.154583,38.905418,274.86
AJX,14,-3.9399999999999995,-28.14
AJXA,25.299999,-0.6600000000000001,-2.61
AKR,19.625,-5.125,-26.11
AL,27.950001,13.770000000000003,49.27
ALB,7.25,162,2234.48
ALC,58.040001,16.339996000000006,28.15
ALE,37.03125,26.938751000000003,72.75
ALEX,26.23,-10.5,-40.03
ALG,12.25,136.949997,1117.96
ALK,5.65625,45.00375,795.65
ALL,14.6875,96.102501,654.31
ALLE,48.48,62.409999000000006,128.73
ALLY,25.967743,13.782257000000001,53.07
ALSN,23.4,18.140000999999998,77.52
ALTG,9.7,0.33999999999999986,3.51
ALUS,9.82,2.84,28.92
ALV,25.486311,66.493692,260.90
ALX,39,231.97000100000002,594.79
AM,22,-14.29,-64.95
AMBC,20,-5.5,-27.50
AMC,18.9,-11.079999999999998,-58.62
AMCR,7.7,3.2299999999999995,41.95
AME,2.185185,114.304813,5230.90
AMG,17.666668,94.32333,533.91
AMH,15.6,15.449999,99.04
AMK,27.040001,-3.6500020000000006,-13.50
AMN,21.639999,51.959998999999996,240.11
AMOV,3.625,10.145,279.86
AMP,37.009998,168.07999800000002,454.15
AMPY,150,-147.97,-98.65
AMRC,10.17,53.08,521.93
AMRX,15.01,-10.1,-67.29
AMT,17.375,218.774994,1259.14
AMWL,23.07,11.819999000000003,51.24
AMX,3.867188,9.632812,249.09
AN,3.25,70.550003,2170.77
ANET,55,261.429993,475.33
ANF,11.5625,12.047501,104.19
ANH,8.9375,-6.3575,-71.13
ANTM,20.450001,278.539989,1362.05
AOD,42.599998,-33.499998,-78.64
AON,9.185185,200.994808,2188.25
AONE,10.37,0.5700000000000003,5.50
AOS,1.611111,55.778888,3462.14
AP,15.625,-8.735,-55.90
APAM,38.830002,12.049999,31.03
APD,9.106152,264.84386,2908.41
APG,10.4,8.08,77.69
APH,0.578125,126.401878,21864.11
APLE,18,-4.9399999999999995,-27.44
APO,18.200001,30.689998000000003,168.63
APRN,150,-140.99,-93.99
APSG,9.75,1.0500000000000007,10.77
APTS,9.85,-2.5299999999999994,-25.69
APTV,17.879295,123.3807,690.08
AQN,3.87,13.160000999999998,340.05
AQNA,25.200001,2.8099990000000012,11.15
AQNB,25.544001,2.565999999999999,10.05
AQUA,20.879999,5.6200009999999985,26.92
AR,52.009998,-44.999998000000005,-86.52
ARC,13.75,-11.61,-84.44
ARCH,63,-13,-20.63
ARCO,21.200001,-16.140001,-76.13
ARD,22.91,-5.149999999999999,-22.48
ARDC,20,-5.26,-26.30
ARE,21,145.460007,692.67
ARES,18.6,30.069998,161.67
ARGD,25.09,0.6299990000000015,2.51
ARGO,7.111937,34.178064,480.57
ARI,18.5,-6.8100000000000005,-36.81
ARL,12.9375,-3.9875000000000007,-30.82
ARLO,22.1,-13.070000000000002,-59.14
ARMK,22.700001,12.719997,56.04
ARNC,6.92,19.75,285.40
AROC,78.5,-69.34,-88.33
ARR,72.800003,-61.200003,-84.07
ARW,7.875,92.385002,1173.14
ASA,12.5,8.690000999999999,69.52
ASAN,28.799999,7.900002000000001,27.43
ASAQ,9.62,0.7300000000000004,7.59
ASB,4.084282,14.255718,349.04
ASC,13.5,-10.120000000000001,-74.96
ASG,10.625,-1.7149999999999999,-16.14
ASGI,18.950001,1.279999,6.75
ASGN,1.90625,85.293747,4474.43
ASH,8.389641,76.000358,905.88
ASIX,16.639999,6.530001000000002,39.24
ASPL,9.916,1.4239999999999995,14.36
ASPN,10.75,10.27,95.53
ASR,15.1875,151.842499,999.79
ASX,3.429263,3.6607369999999997,106.75
AT,10.92,-7.949999999999999,-72.80
ATA,10.05,0.09999999999999964,1.00
ATAC,10.2,0.370000000000001,3.63
ATCO,21.299999,-9.699999,-45.54
ATEN,16.209999,-6.189999,-38.19
ATGE,1.21875,39.19125,3215.69
ATH,44.049999,-1.6799999999999997,-3.81
ATHM,30.07,88.76999599999999,295.21
ATI,25.25,-7.030000999999999,-27.84
ATKR,16,37.689999,235.56
ATO,10.666667,77.993337,731.19
ATR,4.875,132.065002,2709.03
ATTO,65.454544,-45.464544000000004,-69.46
ATUS,32.709999,3.9299999999999997,12.01
AU,21.375,2.0249999999999986,9.47
AUY,2.64,2.18,82.58
AVA,13.9375,23.772499000000003,170.57
AVAL,13.58,-6.94,-51.10
AVAN,9.9,0.7999999999999989,8.08
AVB,20.875,145.565002,697.32
AVD,0.206612,17.103387,8278.02
AVK,25.02,-7.859999999999999,-31.41
AVLR,44.939999,118.50000299999999,263.68
AVNS,41,4.770000000000003,11.63
AVNT,11.9375,28.772499000000003,241.03
AVTR,14.5,15.809999000000001,109.03
AVY,10.6875,145.302505,1359.56
AVYA,16.450001,6.529999,39.70
AWF,15,-3.25,-21.67
AWI,40,40.43000000000001,101.08
AWK,20.6,142.720007,692.82
AWP,20.01,-14.600000000000001,-72.96
AWR,4.333333,76.20666800000001,1758.62
AX,2.875,39.105,1360.17
AXL,16.5,-7.460000000000001,-45.21
AXO,25.299999,0.3100020000000008,1.23
AXP,8.706181,111.993816,1286.37
AXR,17.666668,-9.296668000000002,-52.62
AXS,25.549999,20.630001,80.74
AXTA,20.75,6.760000000000002,32.58
AYI,13.8,105.899997,767.39
AYX,15.5,114.009995,735.55
AZEK,27.15,14.670000000000002,54.03
AZO,7.34375,1186.326294,16154.23
AZRE,14.6,25.83,176.92
AZUL,21.5,2,9.30
AZZ,0.651927,49.178075,7543.49
B,5.291667,44.388333,838.83
BA,11.75,189.190002,1610.13
BABA,93.889999,160.610001,171.06
BAC,6.421875,24.608126,383.19
BAF,15,0.33999999999999986,2.27
BAH,19.5,63.889999,327.64
BAK,26.74,-16.599999999999998,-62.08
BALY,29.950001,24.450001,81.64
BAM,1.251853,38.338147000000006,3062.51
BAMH,25.15,-0.19999899999999826,-0.80
BAMI,25.129999,0,0.00
BANC,14.23,3.6900000000000013,25.93
BAP,11.169794,142.470205,1275.50
BAX,4.594184,71.925813,1565.58
BB,1.924479,9.625521,500.16
BBAR,19.68432,-16.90432,-85.88
BBD,1.055319,3.624681,343.47
BBDC,15.24,-6.120000000000001,-40.16
BBDO,14.363636,-10.223635999999999,-71.18
BBF,15.01,-1.0700000000000003,-7.13
BBK,15,1.1100010000000005,7.40
BBL,10.6,45.129999999999995,425.75
BBN,20,6.950001,34.75
BBU,25,12.650002,50.60
BBVA,3.817246,1.022754,26.79
BBW,25.049999,-20.169999,-80.52
BBY,0.41821,108.361789,25910.86
BC,14.75,72.059998,488.54
BCAT,20,1.8299999999999983,9.15
BCC,26.15,22.820001000000005,87.27
BCE,14,29.049999,207.50
BCEI,1518.712646,-1496.512645,-98.54
BCH,4.491531,15.888468000000001,353.74
BCO,23.875,47.504997,198.97
BCS,5.040323,2.5596769999999998,50.78
BCSF,17.664377,-4.884377000000002,-27.65
BCX,20.01,-11.860000000000001,-59.27
BDC,5.851852,43.678146999999996,746.40
BDJ,15.09,-6.65,-44.07
BDN,29.25,-18.25,-62.39
BDX,4.71875,253.52123999999998,5372.64
BDXB,31.436001,24.694,78.55
BE,25,13.340000000000003,53.36
BEDU,13.4,-7.36,-54.93
BEKE,37.439999,27.110004000000004,72.41
BEN,0.819753,24.800248,3025.33
BEP,7.087663,38.842337,548.03
BEPC,28.559999,27.400000000000002,95.94
BERY,15.2,35.989999,236.78
BEST,10.52,-8.16,-77.57
BFAM,28.32,131.28000600000001,463.56
BFK,15.03,0.120000000000001,0.80
BFS,20,10.440000999999999,52.20
BFT,9.95,6.720000000000002,67.54
BFY,15,-0.3000000000000007,-2.00
BFZ,15.1,-0.7699999999999996,-5.10
BG,16,53.5,334.38
BGB,20,-6.85,-34.25
BGH,25.02,-9.66,-38.61
BGIO,10,-0.8499999999999996,-8.50
BGR,25,-17.55,-70.20
BGS,13.26,19.100001,144.04
BGSF,7,5.92,84.57
BGT,20,-7.779999999999999,-38.90
BGX,20,-6.09,-30.45
BGY,20,-14.02,-70.10
BH,16.35128,102.128723,624.59
BHC,0.5,26.49,5298.00
BHE,1.944444,25.145556,1293.20
BHK,15,1.1900009999999988,7.93
BHLB,12.3125,4.717500999999999,38.31
BHP,3.581344,63.528656999999995,1773.88
BHR,19.841583,-14.551583,-73.34
BHV,15,1.7600000000000016,11.73
BHVN,17.5,67.529999,385.89
BIF,11.5,-0.27999999999999936,-2.43
BIG,7.36,44.149998000000004,599.86
BILL,35.5,101.759995,286.65
BIO,5.055556,591.5844589999999,11701.67
BIP,11.309524,42.360473999999996,374.56
BIPC,32.540001,32.909996,101.14
BIT,20,-2.459999,-12.30
BJ,22,20.770000000000003,94.41
BK,5.476645,35.373353,645.89
BKD,25.43,-20.38,-80.14
BKE,1.9891,36.1009,1814.94
BKH,11.333333,49.576667,437.44
BKI,27.110001,59.30999700000001,218.78
BKN,15,2.1000000000000014,14.00
BKR,18.625,1.7649989999999995,9.48
BKT,10,-3.9000000000000004,-39.00
BKU,28.4,7.820001000000005,27.54
BLD,22.75,186.929993,821.67
BLE,15,0.40000000000000036,2.67
BLK,14.125,715.375,5064.60
BLL,2.117188,88.392814,4175.01
BLW,20,-4.210000000000001,-21.05
BLX,22,-6.73,-30.59
BMA,23.049999,-9.639999,-41.82
BME,25,23.07,92.28
BMEZ,20.040001,8.689999,43.36
BMI,0.992188,96.137809,9689.48
BMO,9.25,66.160004,715.24
BMY,8.23882,54.701178999999996,663.94
BNED,14.75,-8.42,-57.08
BNL,16.299999,2.0500010000000017,12.58
BNS,10.74,43.399999,404.10
BNY,15,0.11999999999999922,0.80
BOAC,10.09,1.1099999999999994,11.00
BOE,25,-14.12,-56.48
BOH,5.824916,74.405087,1277.36
BOOT,17.450001,40.569999,232.49
BORR,9.445,-8.540000000000001,-90.42
BOX,23.23,-4.969999999999999,-21.39
BP,11.53125,9.21875,79.95
BPMP,17.58,-6.019999999999998,-34.24
BPT,26.125,-23.125,-88.52
BQ,7.2,3.3,45.83
BR,19.51,126.99,650.90
BRBR,16.35,8.010000999999999,48.99
BRC,2.75864,43.641362,1581.99
BRFS,1.171875,2.948125,251.57
BRMK,10.95,-0.35999999999999943,-3.29
BRO,0.411111,44.278888,10770.54
BRT,12.75,1.8399999999999999,14.43
BRX,20.4,-3.16,-15.49
BSA,20.610001,4.449998000000001,21.59
BSAC,7.692308,13.397692,174.17
BSBR,13.01,-5.41,-41.58
BSD,15,0.09999999999999964,0.67
BSE,15,-0.9000000000000004,-6.00
BSIG,13.95,5.929999000000002,42.51
BSL,20,-5.25,-26.25
BSM,19,-10.01,-52.68
BSMX,12.91,-7.87,-60.96
BSN,9.64,0.7400000000000002,7.68
BST,20,36.32,181.60
BSTZ,20.16,17.479999000000003,86.71
BSX,4.28125,32.358749,755.82
BTA,15.01,-2.039999999999999,-13.59
BTI,2.8125,34.427502,1224.09
BTO,20,12.290000999999997,61.45
BTT,25.1,0.879999999999999,3.51
BTU,31,-26.66,-86.00
BTZ,25,-10.11,-40.44
BUD,38.5,27.379997000000003,71.12
BUI,20,5.6299990000000015,28.15
BUR,10.25,-1.42,-13.85
BURL,25.01,227.35000100000002,909.04
BV,21.4,-6.309999999999999,-29.49
BVH,1.6,12.530000000000001,783.13
BVN,4.5,6.25,138.89
BW,199.899994,-193.749994,-96.92
BWA,3.125,38.215,1222.88
BWG,20.049999,-7.619999,-38.00
BWXT,16.559372,39.47062699999999,238.36
BX,35.060001,35.929997,102.48
BXC,135,-96.490002,-71.47
BXG,13,-5.49,-42.23
BXMT,386.25,-358.52,-92.82
BXMX,20.059999,-7.409999000000001,-36.94
BXP,26.75,63.75,238.32
BXS,4.023438,24.446561000000003,607.60
BY,20.049999,-3.1899979999999992,-15.91
BYD,22.125,25.764999000000003,116.45
BYM,15,0.05000000000000071,0.33
BZH,29.791668,-12.041668000000001,-40.42
BZM,15,0.5999999999999996,4.00
C,32.577499,27.002502999999997,82.89
CAAP,16.334661,-12.234661000000001,-74.90
CABO,399.839996,1680.149994,420.21
CACI,1.057692,239.322313,22626.84
CADE,22.450001,-3.7800009999999986,-16.84
CAE,6.74,17.770000000000003,263.65
CAF,20.08,1.729999000000003,8.62
CAG,4.38824,30.281758,690.07
CAH,2.206599,52.333402,2371.68
CAI,15,17.68,117.87
CAJ,3.083333,19.206668,622.92
CAL,16.666668,-1.5266680000000008,-9.16
CALX,15.1,17.740000000000002,117.48
CANG,12.52,2.0500000000000007,16.37
CAP,10.18,0.0600000000000005,0.59
CAPL,20.23,-2.25,-11.12
CARR,12,26.479999999999997,220.67
CARS,25.59,-13.04,-50.96
CAS,10.15,0.08000000000000007,0.79
CAT,6.375,186.125,2919.61
CATO,5.277778,5.572222,105.58
CB,9.541667,141.098332,1478.76
CBAH,10.49,-0.120000000000001,-1.14
CBB,20.585938,-5.315937999999999,-25.82
CBD,6.6875,8.4625,126.54
CBH,10,0.07000000000000028,0.70
CBRE,6.116667,59.32333500000001,969.86
CBT,6.53125,39.768749,608.90
CBU,4.15625,62.76374800000001,1510.11
CBZ,1.5,25.09,1672.67
CC,20.851,5.618999000000002,26.95
CCAC,9.75,1.2300000000000004,12.62
CCEP,5.333333,44.186667,828.50
CCI,13,152.610001,1173.92
CCIV,9.89,22.249999000000003,224.97
CCJ,9.020833,4.649167,51.54
CCK,9.75,82.860001,849.85
CCL,3.9375,15.512501,393.97
CCM,8.345046,-4.635046,-55.54
CCO,19,-17.01,-89.53
CCS,21.25,28.130001,132.38
CCU,5.05,12.099999999999998,239.60
CCX,9.9,0.35999999999999943,3.64
CCZ,58.666,12.834000000000003,21.88
CDAY,31.209999,67.389999,215.92
CDE,150,-140.97,-93.98
CDR,158.940399,-147.830399,-93.01
CE,16,109.019997,681.37
CEA,10.375,10.215,98.46
CEE,19.25,4.530000999999999,23.53
CEIX,22.25,-13,-58.43
CEL,19.25,-15.379999999999999,-79.90
CELP,21.299999,-18.559998999999998,-87.14
CEM,102.150002,-83.370001,-81.62
CEN,200,-190.13,-95.06
CEO,16.125,90.125,558.91
CEPU,17.700001,-15.330001,-86.61
CEQP,69.199059,-48.29905900000001,-69.80
CF,3.24,40.160002,1239.51
CFG,23.08,14.929998000000005,64.69
CFR,4.75,88.870003,1870.95
CFX,21,17.049999,81.19
CFXA,106.639999,51.660004,48.44
CGA,240,-234.61,-97.75
CHCT,19,27.340000000000003,143.89
CHD,1.25,81.440002,6515.20
CHE,18.8125,493.987488,2625.85
CHGG,9.68,88.82,917.56
CHH,8.125,94.735001,1165.97
CHMI,18.5,-9.41,-50.86
CHN,15,16.790001,111.93
CHRA,12,-8.61,-71.75
CHS,0.486111,1.683889,346.40
CHT,17.38619,21.953810000000004,126.27
CHWY,34.990002,66.77000000000001,190.83
CI,8.25,209.559998,2540.12
CIA,1.782465,4.117535,231.00
CIB,14.5,22.139999000000003,152.69
CIEN,129.5,-75.759998,-58.50
CIF,10,-7.5,-75.00
CIG,3.870892,-1.200892,-31.02
CII,20,-2.0599990000000012,-10.30
CIM,74.25,-63.67,-85.75
CINR,18,-5.01,-27.83
CIO,12.4,-2.74,-22.10
CIR,10.625,22.325001,210.12
CIT,28.99,10.570001000000001,36.46
CIXX,11.71,1.5699999999999985,13.41
CKH,7.258391,35.181608,484.70
CL,2.273438,76.57656,3368.32
CLA,9.7,3.66,37.73
CLB,3,32.57,1085.67
CLDR,18.1,-1.2000000000000028,-6.63
CLDT,20.5,-9.12,-44.49
CLF,2.21875,12.96125,584.17
CLGX,1.890801,78.169197,4134.18
CLH,4.5,76.5,1700.00
CLI,17.25,-4.789999999999999,-27.77
CLII,9.899,10.701000000000002,108.10
CLNC,20.4,-12.219999999999999,-59.90
CLNY,18.799999,-13.829999,-73.56
CLPR,13.5,-6.32,-46.81
CLR,7.05,11.980000999999998,169.93
CLS,9.375,-1.0050000000000008,-10.72
CLVT,9.6,20.549999999999997,214.06
CLW,11.25,28.599998,254.22
CLX,6.78125,197.448746,2911.69
CM,30.5,55.75,182.79
CMA,6.407407,53.632594,837.04
CMC,1.21875,19.18125,1573.85
CMCM,14.1,-11.79,-83.62
CMD,1.679012,78.320988,4664.71
CMG,44,1479.050049,3361.48
CMI,9.328125,224.571869,2407.47
CMO,38.888889,-33.448889,-86.01
CMP,13.75,47.759998,347.35
CMRE,11.85,-3.6899999999999995,-31.14
CMS,13.625,43.794998,321.43
CMSA,25.07,1.5300000000000011,6.10
CMSC,24.92,2.7399999999999984,11.00
CMSD,25.07,2.280000000000001,9.09
CMU,10,-5.5,-55.00
CNA,22.958332,16.461666,71.70
CNC,1.433333,58.206666000000006,4060.93
CND,10.08,0.08000000000000007,0.79
CNF,7.6,-4.47,-58.82
CNHI,12.5,1.2599999999999998,10.08
CNI,3.208333,102.47166700000001,3193.92
CNK,18.91,-0.05999999999999872,-0.32
CNMD,2.296296,111.343703,4848.84
CNNE,18.389999,22.170002,120.55
CNO,20,1.9100000000000001,9.55
CNP,13.013813,8.486187,65.21
CNQ,3.484375,20.135626,577.88
CNR,16.458332,-4.208331999999999,-25.57
CNS,13.05,54.45,417.24
CNX,5.9375,7.0725,119.12
CO,5.5,-1.46,-26.55
CODI,14.9,6.01,40.34
COE,18.98,5.550000999999998,29.24
COF,5.333333,100.70666800000001,1888.25
COG,1.4375,16.8325,1170.96
COLD,17.77,18.750000000000004,105.51
COO,39.1875,335.932495,857.24
COP,3.859228,37.110773,961.61
COR,16.01,120.48000499999999,752.53
CORR,75,-65.86,-87.81
COTY,17.360001,-10.690001,-61.58
CP,6.625,347.964996,5252.30
CPA,24.25,54.989998,226.76
CPAC,11.5,-3.4499999999999993,-30.00
CPB,6.65625,40.603748,610.01
CPE,82.5,-68.14,-82.59
CPF,56.25,-35.219999,-62.61
CPG,19.49,-16.459999999999997,-84.45
CPK,8,94.010002,1175.13
CPLG,27.530001,-20.230000999999998,-73.48
CPRI,24.200001,18.529998999999997,76.57
CPS,34.5,-0.5499989999999997,-1.59
CPSR,9.85,0.7200000000000006,7.31
CPT,23,81.260002,353.30
CR,4.082305,76.22769299999999,1867.27
CRC,15,7.3700009999999985,49.13
CRH,3.375,39.634998,1174.37
CRHC,9.75,1.1099999999999994,11.38
CRI,14.15,76.66999999999999,541.84
CRK,60,-55.31,-92.18
CRL,22,250.399994,1138.18
CRM,4.3,229.89999699999998,5346.51
CRS,8.84375,22.856251,258.45
CRT,10.5,-3.0300000000000002,-28.86
CRY,4,20.83,520.75
CS,21.118164,-7.718164,-36.55
CSL,4.484375,145.515625,3244.95
CSLT,39.799999,-37.999999,-95.48
CSPR,13.5,-5.42,-40.15
CSR,72.5,-1.1699980000000068,-1.61
CSTM,14.53,-1.1499999999999986,-7.91
CSU,251.25,-221.85,-88.30
CSV,16.5,17.619999,106.79
CTAA,24.73,0.3299990000000008,1.33
CTAC,10.16,0.40000000000000036,3.94
CTB,2.59375,35.416248,1365.45
CTBB,25.530001,0.09999800000000292,0.39
CTDD,24.950001,1.2399999999999984,4.97
CTK,9.44,-6.609999999999999,-70.02
CTLT,19.99,97.740003,488.94
CTR,100.199997,-84.01999699999999,-83.85
CTRA,16.875,-3.9450000000000003,-23.38
CTS,6.6875,25.252501,377.61
CTT,13.5,-4.050000000000001,-30.00
CTVA,29,12.490001999999997,43.07
CUB,4.638889,57.871109000000004,1247.52
CUBB,25.1,0.2899989999999981,1.16
CUBE,16.73,18.760001999999997,112.13
CUBI,9.272727,13.187272,142.22
CUK,14.98751,1.9424899999999994,12.96
CULP,6,9.45,157.50
CURO,14.2,2.9399990000000003,20.70
CUZ,20.491911,11.908090999999999,58.11
CVA,3,11.62,387.33
CVE,25,-18.81,-75.24
CVEO,273.600006,-258.500006,-94.48
CVI,20.25,-3.16,-15.60
CVNA,11.1,269.54999399999997,2428.38
CVS,7.53125,64.298752,853.76
CVX,9.1875,77.872498,847.59
CW,6.359375,103.980621,1635.08
CWEN,24.5,7.219999000000001,29.47
CWH,22.5,13.470001000000003,59.87
CWK,17.809999,-2.829999000000001,-15.89
CWT,5.9375,50.4925,850.40
CX,8.667813,-2.407813000000001,-27.78
CXE,10,-4.94,-49.40
CXH,12,-2.1099999999999994,-17.58
CXP,22.6,-8.89,-39.34
CXW,96.25,-88.96,-92.43
CYD,10.125,6.655000999999999,65.73
CYH,11.311983,-2.101982999999999,-18.58
CZZ,10.95,7.2400009999999995,66.12
D,13.291667,59.47833,447.49
DAC,288.959991,-261.59999,-90.53
DAL,20.719999,18.08,87.26
DAN,14,6.649999999999999,47.50
DAO,12.5,22.610000999999997,180.88
DAR,3.5,64.720001,1849.14
DASH,189.509995,-6.979996,-3.68
DAVA,25.200001,58.13000099999999,230.67
DB,45.324429,-34.874429000000006,-76.94
DBD,8.54321,6.02679,70.54
DBI,12.05,-0.08000000000000007,-0.66
DBL,25.790001,-5.910001999999999,-22.92
DCF,9.98,-1.1600000000000001,-11.62
DCI,0.682292,60.617707,8884.42
DCO,8.760108,44.239892,505.02
DCP,23.5,-2.709999,-11.53
DCUE,103.279999,-4.809998000000007,-4.66
DD,16.051319,60.398678,376.28
DDD,6.3125,32.547501,515.60
DDF,15,-5.57,-37.13
DDS,13.333333,67.866664,509.00
DDT,25.0625,0.27749999999999986,1.11
DE,5.666667,296.873342,5238.94
DEA,15.5,6.799999,43.87
DECK,7.333333,304.67667700000004,4154.68
DEH,9.75,0.6300000000000008,6.46
DEI,23.83,4.030001000000002,16.91
DELL,23.809525,53.360473000000006,224.11
DEN,1.6875,29.3125,1737.04
DEO,29.75,135.889999,456.77
DESP,31.780001,-20.540000999999997,-64.63
DEX,20,-10.39,-51.95
DFIN,23.25,-3.6200009999999985,-15.57
DFNS,8.55,2.1799999999999997,25.50
DFP,25.01,3.969999999999999,15.87
DFS,28.75,56.58000199999999,196.80
DG,22.73,172.62000600000002,759.44
DGNR,11.78,2.0700000000000003,17.57
DGX,3.5,127.490005,3642.57
DHF,15.125,-12.145,-80.30
DHI,1.652146,75.767852,4586.03
DHR,0.183614,244.906382,133381.10
DHT,144.600006,-139.18000600000002,-96.25
DHX,12.11,-9.59,-79.19
DIAX,16.889999,-1.8999989999999993,-11.25
DIN,5,66.730003,1334.60
DIS,2.90812,174.051887,5985.03
DK,16.25,3.5,21.54
DKL,22.35,13.819997999999998,61.83
DKS,3.29,66.76999799999999,2029.48
DL,6.63,3.000000000000001,45.25
DLB,24.299999,66.89000300000001,275.27
DLNG,18,-15.18,-84.33
DLR,12,136.610001,1138.42
DLX,20.737032,14.772966000000004,71.24
DLY,20.24,-1.0899999999999999,-5.39
DM,9.7,14.840001,152.99
DMB,15,-0.23000000000000043,-1.53
DMO,20.040001,-5.4900009999999995,-27.40
DMS,9.55,2.3099999999999987,24.19
DMYD,10,9.709999,97.10
DMYI,10.8,1.0999999999999996,10.19
DNB,25.35,-0.6000000000000014,-2.37
DNK,13.5,-10.86,-80.44
DNMR,4.7,39.23,834.68
DNOW,30.4,-21.65,-71.22
DNP,10.125,0.14499999999999957,1.43
DOC,11.5,6.719999000000001,58.43
DOOR,20,86.68,433.40
DOV,3.990592,115.34940399999999,2890.53
DOW,49.799999,4.810001999999997,9.66
DPG,20.059999,-6.979999000000001,-34.80
DPZ,13.5,363.720001,2694.22
DQ,10.25,105.599998,1030.24
DRD,122.5,-112.3,-91.67
DRE,16.275,25.105001,154.25
DRH,10.6,-2.01,-18.96
DRI,5.81035,117.00965,2013.81
DRQ,18.5,11.889999,64.27
DRUA,25.049999,0.5300009999999986,2.12
DS,5.300033,-2.890033,-54.53
DSE,200.100006,-194.820006,-97.36
DSL,25,-8.02,-32.08
DSM,10,-2.1100000000000003,-21.10
DSSI,10.96,-4.3500000000000005,-39.69
DSU,30.375,-19.715,-64.91
DSX,17.42,-14.730000000000002,-84.56
DT,23.85,20.17,84.57
DTB,25.6,-0.11199900000000085,-0.44
DTE,18.75,100.970001,538.51
DTF,15.125,-0.6950000000000003,-4.60
DTJ,24.959999,0.7200009999999999,2.88
DTP,51,-4.32,-8.47
DTW,23.969999,2.2100009999999983,9.22
DTY,24.6,2.0700000000000003,8.41
DUC,15,-4.75,-31.67
DUK,17.923304,75.176694,419.44
DUKB,23.91,3.6399989999999995,15.22
DUKH,25.139999,0.880001,3.50
DVA,4.075,107.564999,2639.63
DVD,11.125,-8.975,-80.67
DVN,3.625,13.334999,367.86
DWIN,10,0.0600000000000005,0.60
DX,60,-41.980000000000004,-69.97
DXC,3.022283,22.637717000000002,749.03
DY,3,85.800003,2860.00
